employee_id,age,gender,department,job_level,years_experience,work_mode,weekly_work_hours,meetings_per_week,tasks_completed_per_week,collaboration_score,training_hours_per_year,salary_usd,last_promotion_months_ago,manager_rating,self_rating,sick_days_per_year,overtime_frequency,work_life_balance_score,stress_level,sleep_hours_avg,exercise_days_per_week,num_direct_reports,project_success_rate,remote_tools_proficiency,burnout_risk,productivity_score
EMP0317,37,Male,Marketing,Junior,0,Remote,48,18,17,4.33,87.0,37631,23,2.8,1.6,26,Always,4.58,3,6.4,2.0,11,0.77,5,0,80.22
EMP0318,35,Female,Data Science,Mid,20,Remote,55,15,36,3.96,68.0,172039,5,4.9,1.7,22,Always,4.81,2,8.8,0.0,6,0.95,3,0,100.0
EMP0319,33,Male,Marketing,Lead,14,Remote,43,20,12,4.81,44.0,123294,56,4.8,3.3,7,Often,9.33,4,6.2,1.0,6,0.46,9,0,67.33
EMP0320,44,Male,Marketing,Senior,16,Remote,52,10,22,6.14,5.0,122278,30,2.3,3.5,12,Rarely,2.96,7,7.0,5.0,11,0.7,3,0,97.32
EMP0321,36,Male,Engineering,Junior,21,Remote,58,22,30,9.13,91.0,99471,5,4.5,4.0,28,Sometimes,7.24,7,5.4,3.0,2,0.67,2,1,100.0
EMP0322,49,Female,Finance,Mid,34,On-site,55,13,14,4.55,68.0,72116,28,4.4,1.7,4,Sometimes,7.37,9,6.4,2.0,1,0.65,9,0,72.56
EMP0323,55,Male,HR,Junior,15,Remote,36,6,35,9.83,48.0,127116,66,1.8,4.8,25,Never,9.3,3,6.6,2.0,0,0.9,9,0,100.0
EMP0324,23,Male,Data Science,Mid,7,Hybrid,42,12,37,7.83,38.0,168014,2,3.5,3.6,25,Always,7.42,7,4.0,5.0,8,0.63,10,1,100.0
EMP0325,53,Male,HR,Senior,16,Hybrid,42,21,33,5.6,1.0,82664,27,1.3,4.4,26,Always,6.26,6,5.5,1.0,9,0.44,4,1,100.0
EMP0326,44,Male,Operations,Junior,16,Hybrid,48,4,9,6.8,38.0,122342,47,,3.2,11,Never,9.12,10,7.3,4.0,2,0.44,4,0,56.5
EMP0327,43,Female,HR,Mid,25,On-site,50,22,17,1.92,20.0,49407,9,1.7,2.7,26,Rarely,8.46,7,7.2,6.0,8,0.43,10,0,57.62
EMP0328,46,Male,Operations,Mid,12,On-site,38,16,5,8.6,39.0,148926,32,1.3,4.9,12,Sometimes,7.45,7,5.0,0.0,3,0.65,6,0,35.13
EMP0329,43,Male,Finance,Lead,16,Remote,45,15,27,6.24,81.0,94201,66,2.6,3.3,21,Often,1.29,10,6.1,1.0,9,0.83,9,1,96.53
EMP0330,43,Female,Operations,Manager,16,On-site,30,12,7,9.87,53.0,115093,68,3.3,4.5,7,Rarely,4.36,5,4.0,1.0,5,0.52,8,0,56.94
EMP0331,27,Female,HR,Junior,13,Hybrid,56,21,7,6.73,11.0,52878,11,4.4,4.8,14,Always,6.69,9,6.5,1.0,6,0.79,10,1,65.06
EMP0332,36,Male,HR,Senior,5,On-site,40,9,11,8.51,80.0,118100,56,4.9,3.7,12,Never,5.7,7,8.0,1.0,9,0.81,3,0,82.33
EMP0333,58,Female,Operations,Mid,34,Hybrid,45,5,39,8.2,36.0,113629,43,2.8,3.2,0,Sometimes,3.87,7,8.1,4.0,5,0.55,6,0,100.0
EMP0334,54,Female,Marketing,Mid,13,On-site,42,13,19,4.11,37.0,78168,12,1.2,1.0,21,Never,2.3,3,8.0,5.0,0,0.76,7,0,73.27
EMP0335,29,Male,Finance,Senior,7,On-site,54,9,7,3.34,14.0,89862,23,4.0,1.2,5,Always,5.98,1,7.1,3.0,5,0.81,6,0,60.34
EMP0336,26,Female,Engineering,Lead,14,Remote,30,7,33,4.87,6.0,63004,43,3.3,1.8,10,Never,3.57,5,7.9,6.0,10,0.68,3,0,100.0
EMP0337,25,Female,Data Science,Manager,26,Hybrid,44,16,34,5.21,77.0,55471,56,2.8,1.7,12,Sometimes,3.1,8,6.3,1.0,5,0.6,9,1,100.0
EMP0338,27,Male,HR,Senior,12,On-site,44,13,22,3.16,49.0,126820,15,2.2,2.0,20,Never,4.59,5,5.9,6.0,4,0.77,4,0,80.56
EMP0339,53,Male,Data Science,Mid,30,On-site,41,17,15,9.05,64.0,137229,20,3.0,2.2,19,Sometimes,8.07,10,7.9,1.0,2,0.99,2,0,77.37
EMP0340,51,Male,Engineering,Senior,34,Remote,58,17,5,5.88,66.0,100308,50,2.4,2.4,0,Never,5.39,3,6.8,0.0,9,0.66,9,0,51.92
EMP0341,56,Female,Data Science,Mid,5,Hybrid,37,22,33,9.81,43.0,118969,20,4.0,2.7,10,Never,2.95,9,4.3,2.0,2,0.64,3,1,100.0
EMP0342,37,Non-binary,Engineering,Senior,4,Remote,51,21,14,8.29,30.0,49568,59,3.2,1.4,25,Sometimes,2.05,2,8.0,4.0,10,0.68,6,0,76.13
EMP0343,34,Female,Operations,Mid,21,Remote,47,21,32,6.0,42.0,44466,50,4.5,1.2,10,Never,5.49,3,6.2,1.0,9,0.45,5,0,100.0
EMP0344,51,Male,Marketing,Senior,22,Hybrid,55,5,35,9.52,76.0,92324,20,3.2,3.7,7,Rarely,8.15,4,5.7,3.0,6,0.73,2,0,100.0
EMP0345,40,Female,HR,Junior,24,Remote,39,12,23,5.54,47.0,137208,5,2.0,3.1,21,Often,6.88,10,7.7,3.0,7,0.6,1,1,82.04
EMP0346,38,Female,Engineering,Junior,33,On-site,39,14,7,8.98,81.0,110955,64,4.4,2.8,2,Rarely,3.09,1,7.5,3.0,2,0.47,9,0,66.85
EMP0347,40,Male,Data Science,Lead,25,Remote,53,10,19,4.22,80.0,129791,57,3.2,3.5,27,Often,4.93,4,5.4,0.0,2,0.68,3,1,79.06
EMP0348,49,Male,HR,Junior,4,On-site,48,5,37,4.41,80.0,143718,5,1.8,4.3,18,Rarely,8.7,4,6.3,3.0,6,0.4,7,0,100.0
EMP0349,47,Female,Marketing,Mid,25,Remote,32,13,30,4.76,60.0,57650,64,3.5,2.7,11,Often,2.6,9,5.4,,9,0.64,9,1,100.0
EMP0350,58,Male,Operations,Junior,19,Remote,40,10,20,5.92,74.0,123290,33,2.4,3.6,5,Never,5.79,8,5.4,0.0,11,0.46,9,1,74.1
EMP0351,47,Female,HR,Junior,5,Remote,48,14,37,5.98,83.0,112701,55,4.4,4.8,27,Sometimes,4.21,2,4.0,4.0,6,0.41,10,0,100.0
EMP0352,44,Male,Engineering,Junior,5,Remote,51,17,24,5.47,9.0,45683,2,,4.4,22,Sometimes,2.12,7,5.3,3.0,10,0.89,6,1,95.3
EMP0353,30,Male,Marketing,Junior,17,Remote,39,7,17,3.75,28.0,115978,41,3.9,2.7,7,Always,1.45,6,6.3,2.0,8,0.95,8,0,88.83
EMP0354,33,Male,Data Science,Lead,3,Remote,30,11,37,9.34,47.0,39860,61,1.4,3.6,4,Often,6.0,7,4.0,1.0,5,0.52,9,1,100.0
EMP0355,22,Male,Marketing,Mid,16,Hybrid,49,14,9,6.3,97.0,169801,5,2.6,1.7,9,Always,1.19,4,4.9,4.0,6,0.72,3,1,57.15
EMP0356,22,Female,Marketing,Manager,13,Remote,35,8,18,4.67,80.0,66351,5,4.9,3.2,21,Always,1.93,5,7.2,5.0,10,0.57,6,1,90.0
EMP0357,55,Male,Finance,Senior,13,Hybrid,30,20,31,6.86,61.0,97744,62,4.2,4.9,15,Often,4.13,6,4.8,2.0,9,0.7,5,1,100.0
EMP0358,53,Female,Marketing,Mid,12,Remote,30,20,27,7.91,12.0,155198,19,1.6,3.1,11,Sometimes,1.39,9,6.3,4.0,0,0.66,7,1,93.02
EMP0359,46,Female,Marketing,Senior,6,On-site,51,18,18,9.65,43.0,109155,20,2.1,4.7,16,Often,4.6,2,4.5,5.0,6,0.56,7,1,92.52
EMP0360,22,Female,HR,Mid,14,On-site,46,14,8,5.5,46.0,156449,1,2.3,2.6,5,Never,2.17,9,7.0,3.0,1,0.82,9,1,47.85
EMP0361,37,Male,Data Science,Senior,18,Hybrid,43,14,23,2.01,63.0,111700,55,3.6,5.0,8,Always,4.15,10,6.1,4.0,6,0.48,1,1,55.62
EMP0362,26,Female,HR,Mid,34,Remote,56,22,8,4.97,90.0,41955,9,4.0,3.3,9,Always,8.12,1,5.4,4.0,2,0.43,6,1,59.66
EMP0363,43,Female,HR,Mid,16,Remote,50,3,34,5.31,52.0,56662,69,4.0,1.2,19,Often,6.64,4,4.0,4.0,8,0.86,5,1,100.0
EMP0364,50,Male,Engineering,Lead,34,On-site,57,11,23,9.07,89.0,41408,22,3.0,3.3,13,Always,5.01,5,5.4,0.0,4,0.8,4,1,98.85
EMP0365,24,Male,HR,Manager,18,Remote,33,23,35,4.55,91.0,36225,29,4.2,2.1,13,Sometimes,1.83,9,7.3,2.0,6,0.7,10,1,100.0
EMP0366,33,Female,Finance,Lead,19,Remote,44,14,35,9.58,76.0,178268,36,2.7,1.1,25,Always,6.57,6,8.4,6.0,7,0.68,1,0,100.0
EMP0367,47,Non-binary,Finance,Mid,34,Remote,32,10,13,5.37,75.0,52279,54,1.5,4.3,28,Often,2.47,4,6.2,5.0,11,0.7,4,1,61.87
EMP0368,37,Male,Engineering,Senior,31,Remote,43,2,17,9.76,43.0,145401,48,3.3,2.1,16,Sometimes,1.69,2,6.4,3.0,1,0.66,10,0,99.93
EMP0369,58,Female,Operations,Mid,23,Remote,43,15,18,1.07,27.0,127404,33,4.8,4.2,29,Sometimes,6.98,5,5.7,1.0,10,0.64,7,0,68.72
EMP0370,43,Female,Data Science,Mid,16,On-site,50,17,14,9.09,1.0,83481,43,4.2,2.2,26,Always,9.21,8,8.0,3.0,0,0.7,4,1,78.66
EMP0371,50,Female,Data Science,Junior,6,Remote,45,21,35,9.38,56.0,79552,21,3.3,1.8,24,Often,5.15,8,6.2,3.0,6,0.72,1,1,100.0
EMP0372,35,Non-binary,HR,Senior,0,Hybrid,49,16,27,9.65,56.0,172930,30,3.6,4.9,15,Always,1.37,6,7.6,0.0,5,0.82,10,0,100.0
EMP0373,49,Female,HR,Junior,34,Remote,50,2,31,1.12,33.0,109474,6,4.7,2.4,3,Never,8.92,1,6.8,0.0,5,0.83,1,0,100.0
EMP0374,26,Male,Operations,Mid,31,Remote,62,18,10,2.55,86.0,60168,20,2.7,3.4,1,Never,1.6,8,6.6,4.0,1,0.63,1,1,40.15
EMP0375,51,Male,HR,Lead,12,On-site,42,14,30,6.88,57.0,67099,15,2.3,3.4,15,Sometimes,8.81,4,5.3,3.0,2,0.65,10,0,100.0
EMP0376,26,Male,Data Science,Junior,5,Remote,37,16,6,1.23,51.0,96455,19,4.9,3.2,0,Always,4.53,2,8.6,2.0,3,0.62,5,0,51.3
EMP0377,33,Female,Marketing,Junior,13,On-site,46,17,17,1.57,28.0,89240,42,4.5,4.7,2,Never,4.29,1,8.3,0.0,2,0.72,7,0,74.97
EMP0378,37,Female,Finance,Junior,14,Hybrid,38,17,23,2.99,34.0,109796,43,2.3,3.7,22,Rarely,5.89,7,9.2,5.0,1,0.67,9,0,71.6
EMP0379,47,Male,Marketing,Manager,3,Remote,56,3,5,5.61,74.0,89592,46,2.9,2.6,10,Never,9.61,2,5.2,0.0,2,0.93,8,0,58.58
EMP0380,47,Female,Marketing,Mid,15,On-site,42,18,36,5.91,47.0,157181,18,2.7,4.4,15,Always,9.09,4,6.8,2.0,5,0.82,2,0,100.0
EMP0381,42,Female,Data Science,Mid,27,Remote,40,12,26,1.31,32.0,136611,47,1.6,1.7,25,Always,5.23,4,,0.0,8,0.94,9,0,91.57
EMP0382,57,Female,Marketing,Lead,15,On-site,41,9,33,2.53,74.0,93046,68,4.8,3.2,17,Never,7.26,10,7.0,6.0,3,0.83,4,1,100.0
EMP0383,54,Male,Operations,Lead,3,Remote,50,21,6,5.5,72.0,51488,10,2.6,4.8,14,Always,6.22,1,6.9,2.0,5,0.98,10,0,55.15
EMP0384,51,Female,Engineering,Mid,25,On-site,43,4,15,6.35,77.0,153521,28,4.5,3.5,8,Always,7.24,2,6.0,6.0,0,0.78,5,0,73.14
EMP0385,58,Male,HR,Senior,27,Remote,39,13,21,2.34,8.0,166467,44,1.8,4.3,11,Rarely,8.46,1,6.2,6.0,11,0.98,5,0,85.47
EMP0386,44,Male,Engineering,Senior,31,Hybrid,58,21,12,4.59,47.0,176917,67,3.2,3.6,28,Sometimes,1.31,6,9.0,1.0,5,0.49,4,1,58.77
EMP0387,31,Male,Finance,Senior,1,On-site,38,17,26,9.14,66.0,53394,35,1.1,4.4,26,Always,3.93,3,6.3,2.0,11,0.43,6,1,100.0
EMP0388,26,Male,HR,Junior,30,On-site,45,15,8,9.99,92.0,128993,47,4.1,4.8,17,Often,9.63,1,4.0,1.0,2,0.75,1,1,71.26
EMP0389,57,Male,Marketing,Lead,2,On-site,50,17,15,9.88,82.0,94332,14,3.3,2.1,4,Sometimes,9.54,8,5.9,5.0,8,0.99,2,1,95.31
EMP0390,55,Female,Finance,Mid,7,On-site,31,22,12,8.94,35.0,77628,43,3.5,1.7,23,Sometimes,1.1,4,5.2,4.0,3,0.65,4,1,77.01
EMP0391,52,Male,HR,Mid,23,On-site,48,18,13,4.55,,56352,66,1.2,2.9,28,Often,2.81,10,5.4,4.0,6,0.53,4,1,43.94
EMP0392,31,Female,Operations,Mid,14,Remote,36,12,30,7.18,70.0,117971,39,1.8,3.8,28,Never,9.94,7,7.4,6.0,3,0.71,8,0,100.0
EMP0393,40,Male,Operations,Junior,30,Remote,51,18,6,4.75,91.0,86993,13,1.3,1.9,27,Rarely,5.44,10,7.6,0.0,10,0.79,9,1,33.05
EMP0394,53,Female,Operations,Junior,8,Remote,37,20,20,6.84,43.0,138027,62,2.2,1.0,25,Always,6.16,2,5.5,,5,0.59,4,1,90.33
EMP0395,22,Non-binary,Operations,Senior,1,Remote,50,23,35,3.78,81.0,155212,50,3.5,2.4,7,Never,2.5,6,5.8,0.0,6,0.83,6,1,100.0
EMP0396,26,Male,Marketing,Junior,7,Remote,53,2,10,6.46,59.0,43539,57,3.3,4.9,2,Often,9.05,6,5.7,2.0,1,0.99,4,1,72.46
EMP0397,25,Male,Engineering,Mid,6,Hybrid,51,13,25,5.71,62.0,167335,14,3.4,3.8,1,Rarely,3.08,7,8.3,0.0,9,0.94,4,0,100.0
EMP0398,37,Male,HR,Mid,15,Remote,47,16,30,1.22,4.0,179377,64,3.2,2.6,24,Rarely,2.71,1,7.6,4.0,5,0.57,9,0,99.09
EMP0399,45,Female,Marketing,Junior,34,Hybrid,43,19,23,8.12,86.0,88817,54,2.1,1.8,18,Rarely,3.05,1,7.3,5.0,7,0.6,4,1,100.0
EMP0400,37,Female,Operations,Manager,29,Remote,40,24,32,1.11,85.0,84107,9,2.0,2.4,7,Often,9.28,2,5.3,4.0,11,0.62,6,1,100.0
EMP0401,23,Male,Engineering,Junior,9,Remote,56,15,12,3.64,89.0,164240,41,1.5,1.7,1,Never,7.33,2,4.4,0.0,5,0.64,9,1,56.09
EMP0402,49,Female,Finance,Mid,17,Hybrid,39,2,18,1.05,75.0,134655,10,4.4,1.4,18,Always,7.92,5,8.0,2.0,1,0.46,3,0,61.51
EMP0403,53,Male,Finance,Mid,4,On-site,36,14,28,4.39,39.0,91132,15,3.5,4.6,0,Rarely,4.39,1,8.8,3.0,3,0.86,7,0,100.0
EMP0404,48,Male,Finance,Junior,28,Hybrid,50,16,30,1.57,18.0,160701,18,1.7,5.0,29,Rarely,9.18,2,4.4,5.0,0,0.62,7,0,93.98
EMP0405,41,Female,Operations,Junior,33,Hybrid,38,8,35,9.22,46.0,140494,30,1.7,1.7,26,Never,8.1,6,9.2,2.0,6,0.93,1,0,100.0
EMP0406,45,Male,Finance,Senior,22,Remote,37,16,36,4.74,64.0,87979,52,4.5,1.2,21,Rarely,7.76,3,6.4,0.0,7,0.96,2,0,100.0
EMP0407,33,Female,Data Science,Manager,4,Hybrid,33,21,6,5.14,66.0,93013,7,4.0,2.3,12,Rarely,9.74,4,6.7,2.0,9,0.41,5,0,48.69
EMP0408,56,Male,HR,Junior,29,Remote,41,11,29,4.15,90.0,98797,23,3.6,2.8,22,Often,4.3,1,4.9,1.0,1,0.99,8,1,100.0
EMP0409,54,Non-binary,HR,Senior,5,Remote,44,15,6,6.65,17.0,86798,7,2.6,1.8,19,Sometimes,6.5,5,4.4,2.0,9,0.83,6,0,54.46
EMP0410,54,Male,Operations,Senior,3,Hybrid,46,7,5,8.06,49.0,111421,47,2.0,2.2,16,Never,9.19,4,4.0,4.0,4,0.71,7,0,53.27
EMP0411,58,Male,Data Science,Lead,28,Remote,52,15,16,6.83,29.0,42434,29,4.9,1.8,2,Never,8.12,8,,6.0,10,0.63,3,0,84.78
EMP0412,33,Female,Marketing,Mid,22,Remote,49,23,13,7.73,65.0,65028,57,4.2,4.1,8,Never,6.07,3,6.4,4.0,7,0.71,6,0,89.3
EMP0413,24,Male,Marketing,Mid,5,On-site,43,13,32,9.15,4.0,101558,54,2.2,3.9,4,Often,1.69,10,7.1,1.0,10,0.59,9,1,100.0
EMP0414,22,Non-binary,Finance,Mid,31,On-site,43,12,37,8.77,92.0,59331,61,4.4,3.5,5,Often,6.87,1,7.9,5.0,7,0.77,3,0,100.0
EMP0415,54,Female,Engineering,Senior,17,Remote,49,21,26,7.07,96.0,102573,47,4.0,2.5,3,Always,5.74,10,6.4,2.0,4,0.46,6,1,96.26
EMP0416,31,Female,Marketing,Lead,14,Remote,55,23,29,2.93,41.0,164473,3,2.2,4.6,16,Often,2.66,5,8.5,5.0,7,0.77,7,1,98.22
EMP0417,50,Female,Engineering,Junior,31,Remote,46,20,22,6.74,83.0,117979,36,2.7,4.9,29,Never,8.94,1,5.5,,5,0.57,5,0,99.95
EMP0418,34,Female,HR,Mid,8,Remote,41,3,10,5.55,93.0,39123,7,1.7,1.7,20,Always,4.09,5,6.0,2.0,4,0.41,10,0,48.62
EMP0419,33,Female,Engineering,Lead,9,On-site,37,23,22,7.45,4.0,51603,0,1.4,1.9,20,Sometimes,4.49,9,5.4,4.0,10,0.73,8,1,82.4
EMP0420,52,Female,HR,Lead,19,Remote,33,21,20,8.5,49.0,100941,69,3.9,3.1,20,Rarely,7.05,5,7.5,6.0,3,0.75,8,0,100.0
EMP0421,23,Female,Data Science,Manager,5,On-site,50,2,19,7.68,84.0,77597,46,2.1,1.4,15,Rarely,5.4,2,7.8,4.0,4,0.66,6,0,92.76
EMP0422,56,Male,Data Science,Senior,2,Remote,49,9,12,8.62,57.0,119238,4,4.3,2.7,15,Always,1.8,2,6.0,5.0,11,0.44,7,0,82.16
EMP0423,44,Male,Operations,Mid,10,On-site,49,15,17,1.57,78.0,76751,49,5.0,3.3,21,Sometimes,4.49,10,4.8,0.0,3,0.94,3,1,66.69
EMP0424,38,Female,Operations,Senior,16,Remote,43,10,11,1.28,83.0,161462,23,1.3,3.1,10,Rarely,1.85,9,8.0,4.0,0,0.77,7,1,43.16
EMP0425,47,Male,Finance,Senior,31,On-site,56,3,21,3.33,7.0,121978,46,2.9,2.3,1,Always,2.72,5,5.4,0.0,2,0.47,7,1,76.4
EMP0426,29,Female,Marketing,Junior,3,Remote,41,24,36,9.11,30.0,52693,17,4.2,3.2,16,Often,1.06,8,6.0,4.0,7,0.71,4,1,100.0
EMP0427,50,Male,Finance,Mid,3,Hybrid,52,6,26,8.41,11.0,129524,27,4.2,4.8,14,Never,2.63,10,5.2,4.0,6,0.7,10,1,100.0
EMP0428,47,Male,HR,Senior,16,Remote,44,24,17,7.14,20.0,132869,4,4.0,1.8,17,Sometimes,3.97,4,6.8,6.0,11,0.44,4,0,76.72
EMP0429,31,Female,Finance,Junior,18,Remote,40,9,27,7.31,93.0,98825,29,2.4,3.6,28,Rarely,5.84,2,5.6,3.0,6,0.76,3,0,99.19
EMP0430,47,Female,Engineering,Senior,4,On-site,49,17,33,7.54,61.0,175594,0,2.8,1.2,9,Never,9.27,4,7.3,0.0,10,0.88,10,0,100.0
EMP0431,55,Male,HR,Senior,31,On-site,48,23,26,9.48,90.0,165475,45,3.4,1.3,5,Always,5.86,4,5.8,0.0,2,0.85,7,0,100.0
EMP0432,28,Female,Operations,Manager,21,On-site,47,17,5,8.49,89.0,80406,68,4.9,3.2,20,Rarely,7.35,9,7.1,4.0,8,0.52,5,1,62.18
EMP0433,25,Female,Data Science,Junior,5,Hybrid,45,14,33,6.61,32.0,178193,30,2.3,1.4,15,Never,4.22,10,5.4,0.0,5,0.92,3,1,100.0
EMP0434,32,Male,Operations,Mid,34,On-site,44,21,9,6.99,25.0,158371,69,4.7,1.1,4,Often,7.76,6,8.0,,7,0.61,6,0,64.96
EMP0435,50,Female,Marketing,Senior,21,Remote,64,16,39,2.92,89.0,36617,55,2.1,1.7,11,Sometimes,6.58,10,5.9,4.0,7,0.97,6,1,100.0
EMP0436,57,Male,HR,Mid,0,Remote,54,2,14,6.92,,78016,27,5.0,3.3,27,Always,5.14,6,6.6,5.0,2,0.44,6,0,78.11
EMP0437,46,Male,HR,Senior,19,Remote,50,23,23,4.82,39.0,59276,15,3.7,3.8,5,Rarely,2.74,5,,2.0,3,0.69,2,0,98.18
EMP0438,42,Non-binary,Engineering,Senior,21,Hybrid,45,4,11,2.38,64.0,107240,53,2.9,1.8,13,Often,3.73,6,6.5,0.0,5,0.76,10,1,57.3
EMP0439,57,Male,Marketing,Junior,10,Remote,53,7,39,8.26,58.0,141292,52,3.5,3.7,25,Sometimes,6.59,1,5.1,6.0,1,0.55,7,0,100.0
EMP0440,31,Female,Data Science,Mid,12,Remote,49,23,17,5.59,14.0,52959,11,,1.7,22,Sometimes,4.83,5,,1.0,11,0.86,7,0,79.81
EMP0441,58,Female,HR,Mid,2,Hybrid,45,15,14,9.8,0.0,63522,19,2.1,3.5,15,Often,9.0,6,5.3,5.0,11,0.78,10,1,75.23
EMP0442,30,Male,HR,Mid,8,On-site,42,5,6,3.54,10.0,176025,33,1.5,2.6,24,Rarely,3.11,8,6.3,0.0,10,0.41,4,1,31.97
EMP0443,45,Female,Engineering,Manager,11,Remote,44,19,10,5.33,54.0,61567,52,1.5,3.6,6,Sometimes,1.66,4,7.1,6.0,11,0.77,6,0,50.25
EMP0444,56,Female,Finance,Lead,22,Remote,30,16,12,5.03,1.0,97708,63,,5.0,1,Always,6.3,5,4.9,0.0,6,0.69,4,1,58.96
EMP0445,56,Male,Data Science,Senior,13,Remote,46,10,29,2.09,64.0,161206,22,4.1,4.8,5,Never,8.97,4,6.4,3.0,1,0.52,4,0,99.22
EMP0446,57,Female,Operations,Senior,32,Remote,41,19,11,4.84,94.0,57560,26,3.4,1.0,8,Always,4.28,7,7.0,1.0,10,1.0,6,0,65.67
EMP0447,39,Female,Marketing,Mid,17,Remote,57,4,27,3.59,43.0,93390,16,1.4,4.5,6,Sometimes,6.83,10,7.0,1.0,4,0.94,9,1,90.6
EMP0448,53,Female,HR,Manager,8,Hybrid,45,11,23,2.44,15.0,160772,47,4.4,1.3,1,Never,3.08,6,8.8,6.0,11,0.58,7,0,84.81
EMP0449,45,Female,HR,Senior,22,Hybrid,35,18,26,3.54,21.0,80104,20,3.4,4.8,18,Often,6.03,4,5.6,3.0,3,0.72,2,1,95.8
EMP0450,44,Male,Operations,Senior,9,Hybrid,44,8,17,3.1,,92805,49,4.8,2.1,7,Never,8.08,6,6.5,3.0,8,0.59,6,0,77.42
EMP0451,53,Female,Data Science,Lead,18,Remote,36,16,25,7.61,46.0,59496,39,3.7,2.5,10,Never,8.8,4,8.6,0.0,1,0.87,5,0,100.0
EMP0452,58,Female,Finance,Mid,4,On-site,48,2,5,1.28,80.0,126257,2,1.7,1.4,24,Never,1.95,8,4.9,2.0,6,0.96,6,1,21.84
EMP0453,33,Female,HR,Lead,22,Remote,47,12,23,6.56,29.0,38515,16,2.9,1.4,3,Sometimes,4.21,3,4.0,6.0,6,0.62,8,0,100.0
EMP0454,34,Female,Data Science,Junior,29,Hybrid,52,18,37,7.85,9.0,39454,60,3.6,3.9,15,Rarely,6.76,8,7.1,3.0,6,0.88,8,0,100.0
EMP0455,44,Female,Operations,Mid,24,On-site,38,6,8,5.33,98.0,57873,49,1.1,4.8,24,Sometimes,1.31,2,7.8,1.0,0,0.7,3,1,59.38
EMP0456,46,Female,Engineering,Mid,27,Remote,45,8,7,9.38,57.0,108920,5,,3.4,17,Rarely,7.22,6,4.0,6.0,7,0.64,9,0,58.19
EMP0457,56,Female,Finance,Manager,33,Remote,34,20,31,7.37,61.0,48727,27,1.5,3.9,12,Often,5.75,8,6.1,1.0,1,0.96,6,1,100.0
EMP0458,51,Female,Marketing,Lead,24,On-site,50,16,39,7.73,,163376,71,2.0,4.0,26,Often,3.6,1,,0.0,4,0.71,7,1,100.0
EMP0459,38,Female,HR,Senior,9,Remote,49,4,32,2.77,79.0,104070,54,2.7,2.1,4,Often,8.33,6,6.9,6.0,1,0.68,9,0,100.0
EMP0460,41,Female,Data Science,Senior,13,Hybrid,48,16,10,8.0,5.0,134059,57,2.9,1.2,26,Often,3.61,9,6.5,2.0,4,0.8,7,1,54.99
EMP0461,46,Female,Engineering,Senior,29,Remote,45,6,10,8.49,66.0,159564,44,1.6,1.0,1,Often,9.92,10,8.1,4.0,6,0.56,10,1,57.26
EMP0462,43,Male,Marketing,Manager,24,Hybrid,48,24,27,4.25,40.0,152213,71,3.7,2.4,10,Always,8.35,10,4.9,6.0,5,0.59,9,1,94.65
EMP0463,34,Male,Data Science,Mid,13,Remote,57,13,37,2.92,42.0,60465,18,3.4,2.0,0,Sometimes,7.37,2,,3.0,11,0.96,1,0,100.0
EMP0464,40,Male,Data Science,Mid,34,Remote,42,21,20,4.47,84.0,94799,28,2.2,1.2,12,Rarely,1.55,1,7.2,3.0,4,0.81,1,0,97.28
EMP0465,57,Female,Marketing,Junior,33,Hybrid,46,6,28,7.66,76.0,131129,22,1.1,1.7,29,Often,9.14,2,6.6,0.0,3,0.9,3,0,100.0
EMP0466,33,Female,Engineering,Senior,9,Remote,36,4,9,4.76,,174374,31,1.3,1.5,4,Always,8.11,5,4.1,,7,0.56,9,1,51.24
EMP0467,40,Female,Operations,Senior,34,Remote,38,10,17,7.63,57.0,142288,9,2.6,4.7,17,Always,3.06,6,7.0,5.0,10,0.73,1,1,86.25
EMP0468,33,Male,Engineering,Mid,10,Remote,45,10,16,2.02,59.0,47875,48,1.6,1.6,13,Always,4.53,1,5.6,2.0,7,0.98,1,1,76.55
EMP0469,30,Female,Finance,Junior,10,Remote,53,8,9,8.25,87.0,62219,64,2.5,3.2,12,Sometimes,3.42,7,4.4,1.0,0,0.59,5,1,63.9
EMP0470,28,Male,HR,Lead,20,Remote,42,3,35,3.28,26.0,71182,28,3.5,3.4,6,Often,9.86,4,6.9,1.0,9,0.5,8,0,100.0
EMP0471,49,Male,Marketing,Junior,20,Remote,43,24,32,3.24,67.0,114781,58,3.2,3.2,7,Always,8.69,9,7.4,4.0,1,0.71,2,1,100.0
EMP0472,35,Female,Operations,Senior,21,On-site,41,24,32,6.31,21.0,41457,44,1.9,1.4,17,Always,9.37,6,5.8,1.0,2,0.63,4,1,100.0
EMP0473,52,Female,Marketing,Manager,6,Remote,40,22,34,1.63,23.0,172821,66,2.4,2.3,6,Often,8.1,9,7.5,5.0,0,0.5,6,1,98.93
EMP0474,40,Male,Marketing,Mid,16,Hybrid,47,17,22,1.24,39.0,68064,50,3.5,1.2,19,Sometimes,5.11,1,7.5,5.0,10,0.93,1,0,89.79
EMP0475,37,Male,Engineering,Junior,1,Remote,33,10,31,3.35,73.0,175893,10,4.4,2.6,16,Always,2.85,4,6.5,3.0,2,0.99,4,1,100.0
